date,plant_id,location,waste_type,weight_tons,source,cost_per_ton_eur,collection_zone,weather,total_cost_eur,month,month_num,quarter
2026-07-06,WTE_RTM_02,Rotterdam City,Paper/Cardboard,116.3,Municipal,65.0,Central District,Rainy,7559.5,2026-07,7,2026Q3
2026-07-06,WTE_RTM_02,Rotterdam City,Metal,116.3,Municipal,80.0,South Rotterdam,Rainy,9304.0,2026-07,7,2026Q3
2026-07-07,WTE_RTM_02,Rotterdam City,Organic,429.45,Household,70.0,Central District,Dry,30061.5,2026-07,7,2026Q3
2026-07-07,WTE_RTM_01,Rotterdam Port,Plastic,245.4,Industrial,95.0,Central District,Dry,23313.0,2026-07,7,2026Q3
2026-07-07,WTE_RTM_01,Rotterdam Port,Industrial Waste,306.75,Industrial,85.0,North Rotterdam,Dry,26073.75,2026-07,7,2026Q3
2026-07-07,WTE_RTM_02,Rotterdam City,Paper/Cardboard,122.7,Municipal,65.0,Port Area,Dry,7975.5,2026-07,7,2026Q3
2026-07-07,WTE_RTM_02,Rotterdam City,Metal,122.7,Municipal,80.0,South Rotterdam,Dry,9816.0,2026-07,7,2026Q3
2026-07-08,WTE_RTM_02,Rotterdam City,Organic,274.0310305123777,Household,70.0,North Rotterdam,Cloudy,19182.17,2026-07,7,2026Q3
2026-07-08,WTE_RTM_01,Rotterdam Port,Plastic,295.2,Industrial,95.0,Port Area,Cloudy,28044.0,2026-07,7,2026Q3
2026-07-08,WTE_RTM_01,Rotterdam Port,Industrial Waste,369.0,Industrial,85.0,Central District,Cloudy,31365.0,2026-07,7,2026Q3
2026-07-08,WTE_RTM_02,Rotterdam City,Paper/Cardboard,147.6,Municipal,65.0,Port Area,Cloudy,9594.0,2026-07,7,2026Q3
2026-07-08,WTE_RTM_02,Rotterdam City,Metal,147.6,Municipal,80.0,North Rotterdam,Cloudy,11808.0,2026-07,7,2026Q3
2026-07-09,WTE_RTM_02,Rotterdam City,Organic,420.7,Household,78.87478361223312,Port Area,Rainy,33182.62,2026-07,7,2026Q3
2026-07-09,WTE_RTM_01,Rotterdam Port,Plastic,240.4,Industrial,95.0,North Rotterdam,Rainy,22838.0,2026-07,7,2026Q3
2026-07-09,WTE_RTM_01,Rotterdam Port,Industrial Waste,300.5,Industrial,85.0,South Rotterdam,Rainy,25542.5,2026-07,7,2026Q3
2026-07-09,WTE_RTM_02,Rotterdam City,Paper/Cardboard,120.2,Municipal,65.0,South Rotterdam,Rainy,7813.0,2026-07,7,2026Q3
2026-07-09,WTE_RTM_02,Rotterdam City,Metal,120.2,Municipal,80.0,North Rotterdam,Rainy,9616.0,2026-07,7,2026Q3
2026-07-10,WTE_RTM_02,Rotterdam City,Organic,448.0,Household,70.0,Central District,Dry,31360.0,2026-07,7,2026Q3
2026-07-10,WTE_RTM_01,Rotterdam Port,Plastic,256.0,Industrial,78.87478361223312,Port Area,Dry,20191.94,2026-07,7,2026Q3
2026-07-10,WTE_RTM_01,Rotterdam Port,Industrial Waste,320.0,Industrial,85.0,Central District,Dry,27200.0,2026-07,7,2026Q3
2026-07-10,WTE_RTM_02,Rotterdam City,Paper/Cardboard,128.0,Municipal,65.0,South Rotterdam,Dry,8320.0,2026-07,7,2026Q3
2026-07-10,WTE_RTM_02,Rotterdam City,Metal,128.0,Municipal,80.0,Central District,Dry,10240.0,2026-07,7,2026Q3
2026-07-11,WTE_RTM_02,Rotterdam City,Organic,505.75,Household,70.0,Central District,Rainy,35402.5,2026-07,7,2026Q3
2026-07-11,WTE_RTM_01,Rotterdam Port,Plastic,289.0,Industrial,95.0,North Rotterdam,Rainy,27455.0,2026-07,7,2026Q3
2026-07-11,WTE_RTM_01,Rotterdam Port,Industrial Waste,361.25,Industrial,85.0,Central District,Rainy,30706.25,2026-07,7,2026Q3
2026-07-11,WTE_RTM_02,Rotterdam City,Paper/Cardboard,144.5,Municipal,65.0,North Rotterdam,Rainy,9392.5,2026-07,7,2026Q3
2026-07-11,WTE_RTM_02,Rotterdam City,Metal,144.5,Municipal,80.0,Central District,Rainy,11560.0,2026-07,7,2026Q3
2026-07-12,WTE_RTM_02,Rotterdam City,Organic,557.55,Household,70.0,South Rotterdam,Rainy,39028.5,2026-07,7,2026Q3
2026-07-12,WTE_RTM_01,Rotterdam Port,Plastic,274.0310305123777,Industrial,95.0,Port Area,Rainy,26032.95,2026-07,7,2026Q3
2026-07-12,WTE_RTM_01,Rotterdam Port,Industrial Waste,274.0310305123777,Industrial,85.0,Port Area,Rainy,23292.64,2026-07,7,2026Q3
2026-07-12,WTE_RTM_02,Rotterdam City,Paper/Cardboard,159.3,Municipal,65.0,South Rotterdam,Rainy,10354.5,2026-07,7,2026Q3
2026-07-12,WTE_RTM_02,Rotterdam City,Metal,159.3,Municipal,80.0,North Rotterdam,Rainy,12744.0,2026-07,7,2026Q3
2026-07-13,WTE_RTM_02,Rotterdam City,Organic,482.65,Household,70.0,Central District,Rainy,33785.5,2026-07,7,2026Q3
2026-07-13,WTE_RTM_01,Rotterdam Port,Plastic,275.8,Industrial,95.0,North Rotterdam,Rainy,26201.0,2026-07,7,2026Q3
2026-07-13,WTE_RTM_01,Rotterdam Port,Industrial Waste,344.75,Industrial,85.0,North Rotterdam,Rainy,29303.75,2026-07,7,2026Q3
2026-07-13,WTE_RTM_02,Rotterdam City,Paper/Cardboard,274.0310305123777,Municipal,65.0,Port Area,Rainy,17812.02,2026-07,7,2026Q3
2026-07-13,WTE_RTM_02,Rotterdam City,Metal,137.9,Municipal,80.0,South Rotterdam,Rainy,11032.0,2026-07,7,2026Q3
2026-07-14,WTE_RTM_02,Rotterdam City,Organic,515.2,Household,70.0,North Rotterdam,Cloudy,36064.0,2026-07,7,2026Q3
2026-07-14,WTE_RTM_01,Rotterdam Port,Plastic,294.4,Industrial,95.0,South Rotterdam,Cloudy,27968.0,2026-07,7,2026Q3
2026-07-14,WTE_RTM_01,Rotterdam Port,Industrial Waste,368.0,Industrial,85.0,Central District,Cloudy,31280.0,2026-07,7,2026Q3
2026-07-14,WTE_RTM_02,Rotterdam City,Paper/Cardboard,147.2,Municipal,65.0,Central District,Cloudy,9568.0,2026-07,7,2026Q3
2026-07-14,WTE_RTM_02,Rotterdam City,Metal,147.2,Municipal,80.0,North Rotterdam,Cloudy,11776.0,2026-07,7,2026Q3
2026-07-15,WTE_RTM_02,Rotterdam City,Organic,274.0310305123777,Household,70.0,South Rotterdam,Dry,19182.17,2026-07,7,2026Q3
2026-07-15,WTE_RTM_01,Rotterdam Port,Plastic,301.0,Industrial,95.0,North Rotterdam,Dry,28595.0,2026-07,7,2026Q3
2026-07-15,WTE_RTM_01,Rotterdam Port,Industrial Waste,376.25,Industrial,85.0,Central District,Dry,31981.25,2026-07,7,2026Q3
2026-07-15,WTE_RTM_02,Rotterdam City,Paper/Cardboard,150.5,Municipal,65.0,Port Area,Dry,9782.5,2026-07,7,2026Q3
2026-07-15,WTE_RTM_02,Rotterdam City,Metal,150.5,Municipal,80.0,South Rotterdam,Dry,12040.0,2026-07,7,2026Q3
2026-07-16,WTE_RTM_02,Rotterdam City,Organic,538.65,Household,70.0,Port Area,Dry,37705.5,2026-07,7,2026Q3
2026-07-16,WTE_RTM_01,Rotterdam Port,Plastic,307.8,Industrial,95.0,South Rotterdam,Dry,29241.0,2026-07,7,2026Q3
2026-07-16,WTE_RTM_01,Rotterdam Port,Industrial Waste,384.75,Industrial,85.0,Central District,Dry,32703.75,2026-07,7,2026Q3
2026-07-16,WTE_RTM_02,Rotterdam City,Paper/Cardboard,153.9,Municipal,65.0,Central District,Dry,10003.5,2026-07,7,2026Q3
2026-07-16,WTE_RTM_02,Rotterdam City,Metal,153.9,Municipal,80.0,Central District,Dry,12312.0,2026-07,7,2026Q3
2026-07-17,WTE_RTM_02,Rotterdam City,Organic,457.8,Household,70.0,South Rotterdam,Dry,32046.0,2026-07,7,2026Q3
2026-07-17,WTE_RTM_01,Rotterdam Port,Plastic,261.6,Industrial,95.0,South Rotterdam,Dry,24852.0,2026-07,7,2026Q3
2026-07-17,WTE_RTM_01,Rotterdam Port,Industrial Waste,327.0,Industrial,85.0,Central District,Dry,27795.0,2026-07,7,2026Q3
2026-07-17,WTE_RTM_02,Rotterdam City,Paper/Cardboard,130.8,Municipal,65.0,South Rotterdam,Dry,8502.0,2026-07,7,2026Q3
2026-07-17,WTE_RTM_02,Rotterdam City,Metal,130.8,Municipal,80.0,Central District,Dry,10464.0,2026-07,7,2026Q3
2026-07-18,WTE_RTM_02,Rotterdam City,Organic,525.35,Household,70.0,Port Area,Rainy,36774.5,2026-07,7,2026Q3
2026-07-18,WTE_RTM_01,Rotterdam Port,Plastic,300.2,Industrial,95.0,Port Area,Rainy,28519.0,2026-07,7,2026Q3
2026-07-18,WTE_RTM_01,Rotterdam Port,Industrial Waste,375.25,Industrial,85.0,Port Area,Rainy,31896.25,2026-07,7,2026Q3
2026-07-18,WTE_RTM_02,Rotterdam City,Paper/Cardboard,150.1,Municipal,65.0,South Rotterdam,Rainy,9756.5,2026-07,7,2026Q3
2026-07-18,WTE_RTM_02,Rotterdam City,Metal,150.1,Municipal,80.0,South Rotterdam,Rainy,12008.0,2026-07,7,2026Q3
2026-07-19,WTE_RTM_02,Rotterdam City,Organic,465.15,Household,70.0,Port Area,Rainy,32560.5,2026-07,7,2026Q3
2026-07-19,WTE_RTM_01,Rotterdam Port,Plastic,265.8,Industrial,95.0,North Rotterdam,Rainy,25251.0,2026-07,7,2026Q3
2026-07-19,WTE_RTM_01,Rotterdam Port,Industrial Waste,332.25,Industrial,85.0,South Rotterdam,Rainy,28241.25,2026-07,7,2026Q3
2026-07-19,WTE_RTM_02,Rotterdam City,Paper/Cardboard,132.9,Municipal,65.0,Port Area,Rainy,8638.5,2026-07,7,2026Q3
2026-07-19,WTE_RTM_02,Rotterdam City,Metal,132.9,Municipal,80.0,Port Area,Rainy,10632.0,2026-07,7,2026Q3
2026-07-20,WTE_RTM_02,Rotterdam City,Organic,274.0310305123777,Household,70.0,North Rotterdam,Cloudy,19182.17,2026-07,7,2026Q3
2026-07-20,WTE_RTM_01,Rotterdam Port,Plastic,298.0,Industrial,95.0,Central District,Cloudy,28310.0,2026-07,7,2026Q3
2026-07-20,WTE_RTM_01,Rotterdam Port,Industrial Waste,372.5,Industrial,85.0,North Rotterdam,Cloudy,31662.5,2026-07,7,2026Q3
2026-07-20,WTE_RTM_02,Rotterdam City,Paper/Cardboard,149.0,Municipal,65.0,North Rotterdam,Cloudy,9685.0,2026-07,7,2026Q3
2026-07-20,WTE_RTM_02,Rotterdam City,Metal,149.0,Municipal,80.0,Port Area,Cloudy,11920.0,2026-07,7,2026Q3
2026-07-21,WTE_RTM_02,Rotterdam City,Organic,392.7,Household,70.0,Port Area,Cloudy,27489.0,2026-07,7,2026Q3
2026-07-21,WTE_RTM_01,Rotterdam Port,Plastic,224.4,Industrial,95.0,Central District,Cloudy,21318.0,2026-07,7,2026Q3
2026-07-21,WTE_RTM_01,Rotterdam Port,Industrial Waste,280.5,Industrial,85.0,Port Area,Cloudy,23842.5,2026-07,7,2026Q3
2026-07-21,WTE_RTM_02,Rotterdam City,Paper/Cardboard,274.0310305123777,Municipal,65.0,North Rotterdam,Cloudy,17812.02,2026-07,7,2026Q3
2026-07-21,WTE_RTM_02,Rotterdam City,Metal,112.2,Municipal,80.0,Port Area,Cloudy,8976.0,2026-07,7,2026Q3
2026-07-22,WTE_RTM_02,Rotterdam City,Organic,444.15,Household,70.0,Central District,Rainy,31090.5,2026-07,7,2026Q3
2026-07-22,WTE_RTM_01,Rotterdam Port,Plastic,253.8,Industrial,95.0,Port Area,Rainy,24111.0,2026-07,7,2026Q3
2026-07-22,WTE_RTM_01,Rotterdam Port,Industrial Waste,317.25,Industrial,85.0,Central District,Rainy,26966.25,2026-07,7,2026Q3
2026-07-22,WTE_RTM_02,Rotterdam City,Paper/Cardboard,274.0310305123777,Municipal,78.87478361223312,Central District,Rainy,21614.14,2026-07,7,2026Q3
2026-07-22,WTE_RTM_02,Rotterdam City,Metal,126.9,Municipal,80.0,Port Area,Rainy,10152.0,2026-07,7,2026Q3
2026-07-23,WTE_RTM_02,Rotterdam City,Organic,455.0,Household,70.0,Port Area,Dry,31850.0,2026-07,7,2026Q3
2026-07-23,WTE_RTM_01,Rotterdam Port,Plastic,260.0,Industrial,95.0,North Rotterdam,Dry,24700.0,2026-07,7,2026Q3
2026-07-23,WTE_RTM_01,Rotterdam Port,Industrial Waste,325.0,Industrial,85.0,South Rotterdam,Dry,27625.0,2026-07,7,2026Q3
2026-07-23,WTE_RTM_02,Rotterdam City,Paper/Cardboard,130.0,Municipal,65.0,Central District,Dry,8450.0,2026-07,7,2026Q3
2026-07-23,WTE_RTM_02,Rotterdam City,Metal,130.0,Municipal,80.0,Port Area,Dry,10400.0,2026-07,7,2026Q3
2026-07-24,WTE_RTM_02,Rotterdam City,Organic,548.1,Household,70.0,Port Area,Dry,38367.0,2026-07,7,2026Q3
2026-07-24,WTE_RTM_01,Rotterdam Port,Plastic,313.2,Industrial,95.0,North Rotterdam,Dry,29754.0,2026-07,7,2026Q3
2026-07-24,WTE_RTM_01,Rotterdam Port,Industrial Waste,391.5,Industrial,85.0,Port Area,Dry,33277.5,2026-07,7,2026Q3
2026-07-24,WTE_RTM_02,Rotterdam City,Paper/Cardboard,156.6,Municipal,65.0,Port Area,Dry,10179.0,2026-07,7,2026Q3
2026-07-24,WTE_RTM_02,Rotterdam City,Metal,156.6,Municipal,78.87478361223312,Port Area,Dry,12351.79,2026-07,7,2026Q3
2026-07-25,WTE_RTM_02,Rotterdam City,Organic,474.6,Household,70.0,Port Area,Cloudy,33222.0,2026-07,7,2026Q3
2026-07-25,WTE_RTM_01,Rotterdam Port,Plastic,271.2,Industrial,95.0,Central District,Cloudy,25764.0,2026-07,7,2026Q3
2026-07-25,WTE_RTM_01,Rotterdam Port,Industrial Waste,339.0,Industrial,85.0,North Rotterdam,Cloudy,28815.0,2026-07,7,2026Q3
2026-07-25,WTE_RTM_02,Rotterdam City,Paper/Cardboard,135.6,Municipal,65.0,North Rotterdam,Cloudy,8814.0,2026-07,7,2026Q3
2026-07-25,WTE_RTM_02,Rotterdam City,Metal,135.6,Municipal,80.0,North Rotterdam,Cloudy,10848.0,2026-07,7,2026Q3
2026-07-26,WTE_RTM_02,Rotterdam City,Organic,560.35,Household,70.0,Central District,Rainy,39224.5,2026-07,7,2026Q3
2026-07-26,WTE_RTM_01,Rotterdam Port,Plastic,320.2,Industrial,95.0,North Rotterdam,Rainy,30419.0,2026-07,7,2026Q3
2026-07-26,WTE_RTM_01,Rotterdam Port,Industrial Waste,400.25,Industrial,85.0,North Rotterdam,Rainy,34021.25,2026-07,7,2026Q3
2026-07-26,WTE_RTM_02,Rotterdam City,Paper/Cardboard,160.1,Municipal,65.0,Port Area,Rainy,10406.5,2026-07,7,2026Q3
2026-07-26,WTE_RTM_02,Rotterdam City,Metal,160.1,Municipal,80.0,North Rotterdam,Rainy,12808.0,2026-07,7,2026Q3
2026-07-27,WTE_RTM_02,Rotterdam City,Organic,548.45,Household,70.0,North Rotterdam,Rainy,38391.5,2026-07,7,2026Q3
2026-07-27,WTE_RTM_01,Rotterdam Port,Plastic,313.4,Industrial,95.0,North Rotterdam,Rainy,29773.0,2026-07,7,2026Q3
2026-07-27,WTE_RTM_01,Rotterdam Port,Industrial Waste,391.75,Industrial,85.0,South Rotterdam,Rainy,33298.75,2026-07,7,2026Q3
2026-07-27,WTE_RTM_02,Rotterdam City,Paper/Cardboard,156.7,Municipal,65.0,South Rotterdam,Rainy,10185.5,2026-07,7,2026Q3
2026-07-27,WTE_RTM_02,Rotterdam City,Metal,156.7,Municipal,80.0,Port Area,Rainy,12536.0,2026-07,7,2026Q3
2026-07-28,WTE_RTM_02,Rotterdam City,Organic,485.8,Household,70.0,Central District,Dry,34006.0,2026-07,7,2026Q3
2026-07-28,WTE_RTM_01,Rotterdam Port,Plastic,277.6,Industrial,95.0,Central District,Dry,26372.0,2026-07,7,2026Q3
2026-07-28,WTE_RTM_01,Rotterdam Port,Industrial Waste,347.0,Industrial,85.0,South Rotterdam,Dry,29495.0,2026-07,7,2026Q3
2026-07-28,WTE_RTM_02,Rotterdam City,Paper/Cardboard,138.8,Municipal,65.0,South Rotterdam,Dry,9022.0,2026-07,7,2026Q3
2026-07-28,WTE_RTM_02,Rotterdam City,Metal,138.8,Municipal,80.0,North Rotterdam,Dry,11104.0,2026-07,7,2026Q3
2026-07-29,WTE_RTM_02,Rotterdam City,Organic,274.0310305123777,Household,70.0,Port Area,Cloudy,19182.17,2026-07,7,2026Q3
2026-07-29,WTE_RTM_01,Rotterdam Port,Plastic,306.0,Industrial,95.0,Port Area,Cloudy,29070.0,2026-07,7,2026Q3
2026-07-29,WTE_RTM_01,Rotterdam Port,Industrial Waste,382.5,Industrial,85.0,Port Area,Cloudy,32512.5,2026-07,7,2026Q3
2026-07-29,WTE_RTM_02,Rotterdam City,Paper/Cardboard,153.0,Municipal,65.0,North Rotterdam,Cloudy,9945.0,2026-07,7,2026Q3
2026-07-29,WTE_RTM_02,Rotterdam City,Metal,153.0,Municipal,80.0,North Rotterdam,Cloudy,12240.0,2026-07,7,2026Q3
2026-07-30,WTE_RTM_02,Rotterdam City,Organic,416.15,Household,70.0,Central District,Rainy,29130.5,2026-07,7,2026Q3
2026-07-30,WTE_RTM_01,Rotterdam Port,Plastic,237.8,Industrial,95.0,North Rotterdam,Rainy,22591.0,2026-07,7,2026Q3
2026-07-30,WTE_RTM_01,Rotterdam Port,Industrial Waste,297.25,Industrial,85.0,Central District,Rainy,25266.25,2026-07,7,2026Q3
2026-07-30,WTE_RTM_02,Rotterdam City,Paper/Cardboard,118.9,Municipal,65.0,North Rotterdam,Rainy,7728.5,2026-07,7,2026Q3
2026-07-30,WTE_RTM_02,Rotterdam City,Metal,118.9,Municipal,80.0,Central District,Rainy,9512.0,2026-07,7,2026Q3
2026-07-31,WTE_RTM_02,Rotterdam City,Organic,457.8,Household,70.0,Central District,Cloudy,32046.0,2026-07,7,2026Q3
2026-07-31,WTE_RTM_01,Rotterdam Port,Plastic,261.6,Industrial,95.0,South Rotterdam,Cloudy,24852.0,2026-07,7,2026Q3
2026-07-31,WTE_RTM_01,Rotterdam Port,Industrial Waste,327.0,Industrial,85.0,Port Area,Cloudy,27795.0,2026-07,7,2026Q3
2026-07-31,WTE_RTM_02,Rotterdam City,Paper/Cardboard,130.8,Municipal,65.0,North Rotterdam,Cloudy,8502.0,2026-07,7,2026Q3
2026-07-31,WTE_RTM_02,Rotterdam City,Metal,130.8,Municipal,80.0,Central District,Cloudy,10464.0,2026-07,7,2026Q3
2026-08-01,WTE_RTM_02,Rotterdam City,Organic,467.6,Household,70.0,Port Area,Cloudy,32732.0,2026-08,8,2026Q3
2026-08-01,WTE_RTM_01,Rotterdam Port,Plastic,267.2,Industrial,95.0,Port Area,Cloudy,25384.0,2026-08,8,2026Q3
2026-08-01,WTE_RTM_01,Rotterdam Port,Industrial Waste,334.0,Industrial,85.0,South Rotterdam,Cloudy,28390.0,2026-08,8,2026Q3
2026-08-01,WTE_RTM_02,Rotterdam City,Paper/Cardboard,133.6,Municipal,65.0,Central District,Cloudy,8684.0,2026-08,8,2026Q3
2026-08-01,WTE_RTM_02,Rotterdam City,Metal,133.6,Municipal,80.0,South Rotterdam,Cloudy,10688.0,2026-08,8,2026Q3
2026-08-02,WTE_RTM_02,Rotterdam City,Organic,393.75,Household,70.0,Port Area,Cloudy,27562.5,2026-08,8,2026Q3
2026-08-02,WTE_RTM_01,Rotterdam Port,Plastic,225.0,Industrial,95.0,Central District,Cloudy,21375.0,2026-08,8,2026Q3
2026-08-02,WTE_RTM_01,Rotterdam Port,Industrial Waste,274.0310305123777,Industrial,85.0,Port Area,Cloudy,23292.64,2026-08,8,2026Q3
2026-08-02,WTE_RTM_02,Rotterdam City,Paper/Cardboard,112.5,Municipal,65.0,South Rotterdam,Cloudy,7312.5,2026-08,8,2026Q3
2026-08-02,WTE_RTM_02,Rotterdam City,Metal,112.5,Municipal,80.0,Central District,Cloudy,9000.0,2026-08,8,2026Q3
2026-08-03,WTE_RTM_02,Rotterdam City,Organic,468.65,Household,70.0,North Rotterdam,Dry,32805.5,2026-08,8,2026Q3
2026-08-03,WTE_RTM_01,Rotterdam Port,Plastic,267.8,Industrial,78.87478361223312,Port Area,Dry,21122.67,2026-08,8,2026Q3
2026-08-03,WTE_RTM_01,Rotterdam Port,Industrial Waste,334.75,Industrial,85.0,Central District,Dry,28453.75,2026-08,8,2026Q3
2026-08-03,WTE_RTM_02,Rotterdam City,Paper/Cardboard,133.9,Municipal,65.0,Central District,Dry,8703.5,2026-08,8,2026Q3
2026-08-03,WTE_RTM_02,Rotterdam City,Metal,133.9,Municipal,80.0,South Rotterdam,Dry,10712.0,2026-08,8,2026Q3
2026-08-04,WTE_RTM_02,Rotterdam City,Organic,494.9,Household,70.0,North Rotterdam,Dry,34643.0,2026-08,8,2026Q3
2026-08-04,WTE_RTM_01,Rotterdam Port,Plastic,282.8,Industrial,78.87478361223312,South Rotterdam,Dry,22305.79,2026-08,8,2026Q3
2026-08-04,WTE_RTM_01,Rotterdam Port,Industrial Waste,353.5,Industrial,85.0,South Rotterdam,Dry,30047.5,2026-08,8,2026Q3
2026-08-04,WTE_RTM_02,Rotterdam City,Paper/Cardboard,141.4,Municipal,65.0,Central District,Dry,9191.0,2026-08,8,2026Q3
2026-08-04,WTE_RTM_02,Rotterdam City,Metal,141.4,Municipal,80.0,Central District,Dry,11312.0,2026-08,8,2026Q3
2026-08-05,WTE_RTM_02,Rotterdam City,Organic,445.2,Household,70.0,South Rotterdam,Cloudy,31164.0,2026-08,8,2026Q3
2026-08-05,WTE_RTM_01,Rotterdam Port,Plastic,254.4,Industrial,95.0,Port Area,Cloudy,24168.0,2026-08,8,2026Q3
2026-08-05,WTE_RTM_01,Rotterdam Port,Industrial Waste,318.0,Industrial,85.0,Port Area,Cloudy,27030.0,2026-08,8,2026Q3
2026-08-05,WTE_RTM_02,Rotterdam City,Paper/Cardboard,127.2,Municipal,65.0,South Rotterdam,Cloudy,8268.0,2026-08,8,2026Q3
2026-08-05,WTE_RTM_02,Rotterdam City,Metal,127.2,Municipal,80.0,Central District,Cloudy,10176.0,2026-08,8,2026Q3
2026-08-06,WTE_RTM_02,Rotterdam City,Organic,452.55,Household,70.0,Port Area,Cloudy,31678.5,2026-08,8,2026Q3
2026-08-06,WTE_RTM_01,Rotterdam Port,Plastic,258.6,Industrial,95.0,Port Area,Cloudy,24567.0,2026-08,8,2026Q3
2026-08-06,WTE_RTM_01,Rotterdam Port,Industrial Waste,323.25,Industrial,85.0,North Rotterdam,Cloudy,27476.25,2026-08,8,2026Q3
2026-08-06,WTE_RTM_02,Rotterdam City,Paper/Cardboard,129.3,Municipal,65.0,North Rotterdam,Cloudy,8404.5,2026-08,8,2026Q3
2026-08-06,WTE_RTM_02,Rotterdam City,Metal,129.3,Municipal,80.0,Central District,Cloudy,10344.0,2026-08,8,2026Q3
2026-08-07,WTE_RTM_02,Rotterdam City,Organic,462.0,Household,78.87478361223312,Central District,Dry,36440.15,2026-08,8,2026Q3
2026-08-07,WTE_RTM_01,Rotterdam Port,Plastic,264.0,Industrial,95.0,South Rotterdam,Dry,25080.0,2026-08,8,2026Q3
2026-08-07,WTE_RTM_01,Rotterdam Port,Industrial Waste,330.0,Industrial,85.0,South Rotterdam,Dry,28050.0,2026-08,8,2026Q3
2026-08-07,WTE_RTM_02,Rotterdam City,Paper/Cardboard,132.0,Municipal,65.0,South Rotterdam,Dry,8580.0,2026-08,8,2026Q3
2026-08-07,WTE_RTM_02,Rotterdam City,Metal,132.0,Municipal,80.0,Central District,Dry,10560.0,2026-08,8,2026Q3
2026-08-08,WTE_RTM_02,Rotterdam City,Organic,498.75,Household,70.0,Port Area,Cloudy,34912.5,2026-08,8,2026Q3
2026-08-08,WTE_RTM_01,Rotterdam Port,Plastic,285.0,Industrial,95.0,South Rotterdam,Cloudy,27075.0,2026-08,8,2026Q3
2026-08-08,WTE_RTM_01,Rotterdam Port,Industrial Waste,356.25,Industrial,85.0,Central District,Cloudy,30281.25,2026-08,8,2026Q3
2026-08-08,WTE_RTM_02,Rotterdam City,Paper/Cardboard,142.5,Municipal,65.0,North Rotterdam,Cloudy,9262.5,2026-08,8,2026Q3
2026-08-08,WTE_RTM_02,Rotterdam City,Metal,142.5,Municipal,80.0,South Rotterdam,Cloudy,11400.0,2026-08,8,2026Q3
2026-08-09,WTE_RTM_02,Rotterdam City,Organic,522.2,Household,70.0,South Rotterdam,Cloudy,36554.0,2026-08,8,2026Q3
2026-08-09,WTE_RTM_01,Rotterdam Port,Plastic,298.4,Industrial,95.0,North Rotterdam,Cloudy,28348.0,2026-08,8,2026Q3
2026-08-09,WTE_RTM_01,Rotterdam Port,Industrial Waste,373.0,Industrial,85.0,Central District,Cloudy,31705.0,2026-08,8,2026Q3
2026-08-09,WTE_RTM_02,Rotterdam City,Paper/Cardboard,149.2,Municipal,65.0,Central District,Cloudy,9698.0,2026-08,8,2026Q3
2026-08-09,WTE_RTM_02,Rotterdam City,Metal,149.2,Municipal,80.0,North Rotterdam,Cloudy,11936.0,2026-08,8,2026Q3
2026-08-10,WTE_RTM_02,Rotterdam City,Organic,441.0,Household,70.0,South Rotterdam,Dry,30870.0,2026-08,8,2026Q3
2026-08-10,WTE_RTM_01,Rotterdam Port,Plastic,252.0,Industrial,95.0,Port Area,Dry,23940.0,2026-08,8,2026Q3
2026-08-10,WTE_RTM_01,Rotterdam Port,Industrial Waste,315.0,Industrial,85.0,South Rotterdam,Dry,26775.0,2026-08,8,2026Q3
2026-08-10,WTE_RTM_02,Rotterdam City,Paper/Cardboard,126.0,Municipal,65.0,North Rotterdam,Dry,8190.0,2026-08,8,2026Q3
2026-08-10,WTE_RTM_02,Rotterdam City,Metal,126.0,Municipal,80.0,Port Area,Dry,10080.0,2026-08,8,2026Q3
2026-08-11,WTE_RTM_02,Rotterdam City,Organic,503.65,Household,70.0,Central District,Rainy,35255.5,2026-08,8,2026Q3
2026-08-11,WTE_RTM_01,Rotterdam Port,Plastic,287.8,Industrial,95.0,North Rotterdam,Rainy,27341.0,2026-08,8,2026Q3
2026-08-11,WTE_RTM_01,Rotterdam Port,Industrial Waste,359.75,Industrial,85.0,Central District,Rainy,30578.75,2026-08,8,2026Q3
2026-08-11,WTE_RTM_02,Rotterdam City,Paper/Cardboard,143.9,Municipal,65.0,North Rotterdam,Rainy,9353.5,2026-08,8,2026Q3
2026-08-11,WTE_RTM_02,Rotterdam City,Metal,143.9,Municipal,80.0,South Rotterdam,Rainy,11512.0,2026-08,8,2026Q3
2026-08-12,WTE_RTM_02,Rotterdam City,Organic,406.7,Household,70.0,Central District,Rainy,28469.0,2026-08,8,2026Q3
2026-08-12,WTE_RTM_01,Rotterdam Port,Plastic,274.0310305123777,Industrial,78.87478361223312,Central District,Rainy,21614.14,2026-08,8,2026Q3
2026-08-12,WTE_RTM_01,Rotterdam Port,Industrial Waste,290.5,Industrial,85.0,Port Area,Rainy,24692.5,2026-08,8,2026Q3
2026-08-12,WTE_RTM_02,Rotterdam City,Paper/Cardboard,116.2,Municipal,65.0,North Rotterdam,Rainy,7553.0,2026-08,8,2026Q3
2026-08-12,WTE_RTM_02,Rotterdam City,Metal,116.2,Municipal,80.0,North Rotterdam,Rainy,9296.0,2026-08,8,2026Q3
2026-08-13,WTE_RTM_02,Rotterdam City,Organic,395.5,Household,70.0,North Rotterdam,Dry,27685.0,2026-08,8,2026Q3
2026-08-13,WTE_RTM_01,Rotterdam Port,Plastic,226.0,Industrial,95.0,North Rotterdam,Dry,21470.0,2026-08,8,2026Q3
